Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,white-classic-tee-022,White Classic Tee,White / Cotton jersey,Soft jersey T-shirt designed for daily wear. Color: White. Made from cotton jersey. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,330,40,26,5,6109,PT,,Cotton jersey,,,,,clothing,TRUE,EXT-0022,,M,WHICLATEE022-M,8930000000221,FALSE,TRUE,342,40,26,5,6109,PT,,Cotton jersey,23.5,29,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,white-classic-tee-022,White Classic Tee,White / Cotton jersey,Soft jersey T-shirt designed for daily wear. Color: White. Made from cotton jersey. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,330,40,26,5,6109,PT,,Cotton jersey,,,,,clothing,TRUE,EXT-0022,,L,WHICLATEE022-L,8930000000222,FALSE,TRUE,354,40,26,5,6109,PT,,Cotton jersey,25.0,31,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,white-classic-tee-022,White Classic Tee,White / Cotton jersey,Soft jersey T-shirt designed for daily wear. Color: White. Made from cotton jersey. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,330,40,26,5,6109,PT,,Cotton jersey,,,,,clothing,TRUE,EXT-0022,,XL,WHICLATEE022-XL,8930000000223,FALSE,TRUE,366,40,26,5,6109,PT,,Cotton jersey,26.5,33,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,navy-oversized-tee-023,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,41,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0023,,S,NAVOVETEE023-S,8930000000230,FALSE,TRUE,360,41,27,6,6109,TR,,Cotton,26.0,31,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,navy-oversized-tee-023,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,41,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0023,,M,NAVOVETEE023-M,8930000000231,FALSE,TRUE,372,41,27,6,6109,TR,,Cotton,27.5,33,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,navy-oversized-tee-023,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,41,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0023,,L,NAVOVETEE023-L,8930000000232,FALSE,TRUE,384,41,27,6,6109,TR,,Cotton,29.0,35,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,navy-oversized-tee-023,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,41,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0023,,XL,NAVOVETEE023-XL,8930000000233,FALSE,TRUE,396,41,27,6,6109,TR,,Cotton,30.5,37,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,gray-pocket-tee-024,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,30,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0024,,S,GRAPOCTEE024-S,8930000000240,FALSE,TRUE,340,30,28,3,6109,IT,,Cotton,25.0,30,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-024,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,30,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0024,,M,GRAPOCTEE024-M,8930000000241,FALSE,TRUE,352,30,28,3,6109,IT,,Cotton,26.5,32,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-024,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,30,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0024,,L,GRAPOCTEE024-L,8930000000242,FALSE,TRUE,364,30,28,3,6109,IT,,Cotton,28.0,34,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-024,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,30,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0024,,XL,GRAPOCTEE024-XL,8930000000243,FALSE,TRUE,376,30,28,3,6109,IT,,Cotton,29.5,36,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,olive-training-tee-025,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,31,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0025,,S,OLITRATEE025-S,8930000000250,FALSE,TRUE,310,31,29,4,6109,DK,,Cotton blend,28.0,34,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-025,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,31,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0025,,M,OLITRATEE025-M,8930000000251,FALSE,TRUE,322,31,29,4,6109,DK,,Cotton blend,29.5,36,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-025,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,31,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0025,,L,OLITRATEE025-L,8930000000252,FALSE,TRUE,334,31,29,4,6109,DK,,Cotton blend,31.0,38,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-025,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,31,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0025,,XL,OLITRATEE025-XL,8930000000253,FALSE,TRUE,346,31,29,4,6109,DK,,Cotton blend,32.5,40,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,stone-long-sleeve-tee-026,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,32,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0026,,S,STOLONSLETEE026-S,8930000000260,FALSE,TRUE,380,32,30,5,6109,VN,,Cotton,30.0,36,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-026,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,32,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0026,,M,STOLONSLETEE026-M,8930000000261,FALSE,TRUE,392,32,30,5,6109,VN,,Cotton,31.5,38,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-026,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,32,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0026,,L,STOLONSLETEE026-L,8930000000262,FALSE,TRUE,404,32,30,5,6109,VN,,Cotton,33.0,40,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-026,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,32,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0026,,XL,STOLONSLETEE026-XL,8930000000263,FALSE,TRUE,416,32,30,5,6109,VN,,Cotton,34.5,42,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,burgundy-crewneck-sweatshirt-027,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,33,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0027,,S,BURCRESWE027-S,8930000000270,FALSE,TRUE,560,33,31,6,6109,PT,,Fleece cotton,45.0,54,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-027,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,33,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0027,,M,BURCRESWE027-M,8930000000271,FALSE,TRUE,572,33,31,6,6109,PT,,Fleece cotton,46.5,56,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-027,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,33,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0027,,L,BURCRESWE027-L,8930000000272,FALSE,TRUE,584,33,31,6,6109,PT,,Fleece cotton,48.0,58,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-027,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,33,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0027,,XL,BURCRESWE027-XL,8930000000273,FALSE,TRUE,596,33,31,6,6109,PT,,Fleece cotton,49.5,60,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,forest-vintage-sweatshirt-028,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,34,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0028,,S,FORVINSWE028-S,8930000000280,FALSE,TRUE,540,34,32,3,6109,TR,,Cotton fleece,48.0,58,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-028,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,34,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0028,,M,FORVINSWE028-M,8930000000281,FALSE,TRUE,552,34,32,3,6109,TR,,Cotton fleece,49.5,60,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-028,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,34,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0028,,L,FORVINSWE028-L,8930000000282,FALSE,TRUE,564,34,32,3,6109,TR,,Cotton fleece,51.0,62,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-028,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,34,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0028,,XL,FORVINSWE028-XL,8930000000283,FALSE,TRUE,576,34,32,3,6109,TR,,Cotton fleece,52.5,64,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,charcoal-pullover-hoodie-029,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,35,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0029,,S,CHAPULHOO029-S,8930000000290,FALSE,TRUE,680,35,33,4,6109,IT,,Cotton fleece,55.0,65,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-029,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,35,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0029,,M,CHAPULHOO029-M,8930000000291,FALSE,TRUE,692,35,33,4,6109,IT,,Cotton fleece,56.5,67,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-029,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,35,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0029,,L,CHAPULHOO029-L,8930000000292,FALSE,TRUE,704,35,33,4,6109,IT,,Cotton fleece,58.0,69,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-029,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,35,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0029,,XL,CHAPULHOO029-XL,8930000000293,FALSE,TRUE,716,35,33,4,6109,IT,,Cotton fleece,59.5,71,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,cream-zip-hoodie-030,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,36,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0030,,S,CREZIPHOO030-S,8930000000300,FALSE,TRUE,700,36,24,5,6109,DK,,Cotton fleece,59.0,70,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-030,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,36,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0030,,M,CREZIPHOO030-M,8930000000301,FALSE,TRUE,712,36,24,5,6109,DK,,Cotton fleece,60.5,72,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-030,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,36,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0030,,L,CREZIPHOO030-L,8930000000302,FALSE,TRUE,724,36,24,5,6109,DK,,Cotton fleece,62.0,74,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-030,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,36,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0030,,XL,CREZIPHOO030-XL,8930000000303,FALSE,TRUE,736,36,24,5,6109,DK,,Cotton fleece,63.5,76,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,black-lightweight-hoodie-031,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,37,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0031,,S,BLALIGHOO031-S,8930000000310,FALSE,TRUE,580,37,25,6,6109,VN,,French terry,50.0,60,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,black-lightweight-hoodie-031,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,37,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0031,,M,BLALIGHOO031-M,8930000000311,FALSE,TRUE,592,37,25,6,6109,VN,,French terry,51.5,62,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,black-lightweight-hoodie-031,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,37,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0031,,L,BLALIGHOO031-L,8930000000312,FALSE,TRUE,604,37,25,6,6109,VN,,French terry,53.0,64,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,black-lightweight-hoodie-031,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,37,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0031,,XL,BLALIGHOO031-XL,8930000000313,FALSE,TRUE,616,37,25,6,6109,VN,,French terry,54.5,66,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,white-joggers-032,White Joggers,White / Cotton fleece,Relaxed joggers with elastic waistband and cuffs. Color: White. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,520,38,26,3,6109,PT,,Cotton fleece,,,,,clothing,TRUE,EXT-0032,,S,WHIJOG032-S,8930000000320,FALSE,TRUE,520,38,26,3,6109,PT,,Cotton fleece,42.0,50,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,white-joggers-032,White Joggers,White / Cotton fleece,Relaxed joggers with elastic waistband and cuffs. Color: White. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,520,38,26,3,6109,PT,,Cotton fleece,,,,,clothing,TRUE,EXT-0032,,M,WHIJOG032-M,8930000000321,FALSE,TRUE,532,38,26,3,6109,PT,,Cotton fleece,43.5,52,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,white-joggers-032,White Joggers,White / Cotton fleece,Relaxed joggers with elastic waistband and cuffs. Color: White. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,520,38,26,3,6109,PT,,Cotton fleece,,,,,clothing,TRUE,EXT-0032,,L,WHIJOG032-L,8930000000322,FALSE,TRUE,544,38,26,3,6109,PT,,Cotton fleece,45.0,54,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,white-joggers-032,White Joggers,White / Cotton fleece,Relaxed joggers with elastic waistband and cuffs. Color: White. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,520,38,26,3,6109,PT,,Cotton fleece,,,,,clothing,TRUE,EXT-0032,,XL,WHIJOG032-XL,8930000000323,FALSE,TRUE,556,38,26,3,6109,PT,,Cotton fleece,46.5,56,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
