case_id,type,turn_1_expected,turn_1,turn_2_expected,turn_2,turn_3_expected,turn_3,turn_4_expected,turn_4
539,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
540,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
541,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
542,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
543,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
544,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
545,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
546,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
547,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
548,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
549,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
550,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductAvailabilityIntent,máy này còn hàng không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
551,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
552,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
553,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
554,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
555,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
556,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
557,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
558,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
559,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
560,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
561,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
562,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
563,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
564,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
565,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
566,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
567,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
568,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
569,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
570,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
571,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
572,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
573,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
574,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
575,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
576,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
577,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
578,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderStatusIntent,đơn của tôi đang ở đâu,WarrantyPolicyIntent,bảo hành bao lâu
579,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderStatusIntent,đơn của tôi đang ở đâu,ProductCameraIntent,camera thế nào
580,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderStatusIntent,đơn của tôi đang ở đâu,ProductBatteryIntent,pin có tốt không
581,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderDetailIntent,xem chi tiết đơn hàng,ProductPriceIntent,giá bao nhiêu
582,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderDetailIntent,xem chi tiết đơn hàng,ProductAvailabilityIntent,còn hàng không
583,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderDetailIntent,xem chi tiết đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
584,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderDetailIntent,xem chi tiết đơn hàng,ProductCameraIntent,camera thế nào
585,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderDetailIntent,xem chi tiết đơn hàng,ProductBatteryIntent,pin có tốt không
586,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderCancelIntent,tôi muốn hủy đơn,ProductPriceIntent,giá bao nhiêu
587,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderCancelIntent,tôi muốn hủy đơn,ProductAvailabilityIntent,còn hàng không
588,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderCancelIntent,tôi muốn hủy đơn,WarrantyPolicyIntent,bảo hành bao lâu
589,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
590,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
591,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
592,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
593,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
594,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
595,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
596,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
597,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
598,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
599,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
600,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,WarrantyPolicyIntent,máy này bảo hành bao lâu,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
601,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
602,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
603,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
604,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
605,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
606,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
607,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
608,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
609,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
610,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
611,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
612,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
613,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
614,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
615,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
616,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
617,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
618,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
619,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
620,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
621,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
622,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
623,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
624,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
625,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
626,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
627,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
628,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderStatusIntent,đơn của tôi đang ở đâu,WarrantyPolicyIntent,bảo hành bao lâu
629,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderStatusIntent,đơn của tôi đang ở đâu,ProductCameraIntent,camera thế nào
630,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderStatusIntent,đơn của tôi đang ở đâu,ProductBatteryIntent,pin có tốt không
631,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderDetailIntent,xem chi tiết đơn hàng,ProductPriceIntent,giá bao nhiêu
632,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderDetailIntent,xem chi tiết đơn hàng,ProductAvailabilityIntent,còn hàng không
633,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderDetailIntent,xem chi tiết đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
634,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderDetailIntent,xem chi tiết đơn hàng,ProductCameraIntent,camera thế nào
635,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderDetailIntent,xem chi tiết đơn hàng,ProductBatteryIntent,pin có tốt không
636,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderCancelIntent,tôi muốn hủy đơn,ProductPriceIntent,giá bao nhiêu
637,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderCancelIntent,tôi muốn hủy đơn,ProductAvailabilityIntent,còn hàng không
638,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderCancelIntent,tôi muốn hủy đơn,WarrantyPolicyIntent,bảo hành bao lâu
639,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
640,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
641,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
642,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
643,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
644,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
645,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
646,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
647,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
648,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
649,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
650,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductCameraIntent,camera máy này thế nào,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
651,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
652,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
653,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
654,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
655,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
656,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
657,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
658,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
659,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
660,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
661,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
662,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
663,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
664,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
665,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
666,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
667,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
668,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
669,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
670,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
671,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
672,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
