index,expected_intent,text,conversation_id,guest_id,ok,actual_lex_intent,resolved_intent,resolution_source,search_status,current_product_name,current_order_code,duration_ms,message_preview,error
61,PaymentMethodIntent,thanh toán bằng vnpay được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,298.77,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
62,CartAddItemIntent,thêm iphone 16 vào giỏ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartAddItemIntent,cart_add_item,lex,cart_checkout_guidance,iPhone 16,,432.01,"Để đặt sản phẩm iPhone 16, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
63,CartAddItemIntent,mua luôn 2 cái,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartAddItemIntent,cart_add_item,lex,cart_checkout_guidance,vivo X200 Pro,,362.1,"Để đặt sản phẩm vivo X200 Pro, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
64,CartAddItemIntent,cho mình đặt 1 máy,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartAddItemIntent,cart_add_item,lex,cart_checkout_guidance,,,292.03,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
65,CartAddItemIntent,bỏ sản phẩm này vào giỏ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CartUpdateIntent,cart_add_item,local_nlu,cart_checkout_guidance,vivo X200 Pro,,489.71,"Để đặt sản phẩm vivo X200 Pro, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
66,CartAddItemIntent,lấy con này luôn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductAvailabilityIntent,product_availability,lex,success,vivo X200 Pro,,375.21,"vivo X200 Pro hiện đang có hàng trên hệ thống với 4 phiên bản (256GB / Titanium Grey, 256GB / Carbon Black, 512GB / Titanium Grey, 512GB / Carbon Black). Bạn có thể vào trang sản phẩm để chọn màu và dung lượng cụ thể.",
67,CartViewIntent,mở giỏ hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartViewIntent,cart_view,lex,cart_checkout_guidance,,,724.51,"Bạn có thể xem giỏ hàng trực tiếp trên website. Nếu đang đăng nhập, giỏ hàng sẽ giữ các sản phẩm bạn đã chọn.",
68,CartViewIntent,xem giỏ giúp mình,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartViewIntent,cart_view,lex,cart_checkout_guidance,,,291.49,"Bạn có thể xem giỏ hàng trực tiếp trên website. Nếu đang đăng nhập, giỏ hàng sẽ giữ các sản phẩm bạn đã chọn.",
69,CartViewIntent,trong giỏ còn gì,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CartUpdateIntent,cart_view,local_nlu,cart_checkout_guidance,,,292.69,"Bạn có thể xem giỏ hàng trực tiếp trên website. Nếu đang đăng nhập, giỏ hàng sẽ giữ các sản phẩm bạn đã chọn.",
70,CartViewIntent,tôi đang mua gì vậy,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderHistoryIntent,order_history,lex,authentication_required,,,1026.9,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
71,CartViewIntent,kiểm tra giỏ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartViewIntent,cart_view,lex,cart_checkout_guidance,,,341.6,"Bạn có thể xem giỏ hàng trực tiếp trên website. Nếu đang đăng nhập, giỏ hàng sẽ giữ các sản phẩm bạn đã chọn.",
72,CartUpdateIntent,tăng lên 2 sản phẩm,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductSpecIntent,product_spec,lex,product_not_found,,,506.51,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
73,CartUpdateIntent,giảm còn 1 cái,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,PromotionIntent,bonus,lex,promotion_codes_available,,,360.27,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
74,CartUpdateIntent,bỏ sản phẩm này đi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderDetailIntent,order_detail,lex,missing_order_code,,,288.77,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
75,CartUpdateIntent,xóa iphone khỏi giỏ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CartUpdateIntent,cart_update,lex,cart_checkout_guidance,iPhone 15,,340.81,Bạn có thể cập nhật số lượng hoặc xoá sản phẩm trong giỏ hàng ở website trước khi thanh toán.,
76,CartUpdateIntent,sửa giỏ hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderModifyIntent,cart_view,local_nlu,cart_checkout_guidance,,,561.88,"Bạn có thể xem giỏ hàng trực tiếp trên website. Nếu đang đăng nhập, giỏ hàng sẽ giữ các sản phẩm bạn đã chọn.",
77,CheckoutStartIntent,thanh toán luôn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,305.8,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
78,CheckoutStartIntent,đặt hàng ngay,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,iPhone 15,,633.62,"Để đặt sản phẩm iPhone 15, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
79,CheckoutStartIntent,mua ngay đi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,iPhone 15,,267.54,"Để đặt sản phẩm iPhone 15, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
80,CheckoutStartIntent,chốt đơn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderDetailIntent,order_detail,lex,missing_order_code,,,1185.95,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
81,CheckoutStartIntent,tiến hành thanh toán,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,301.86,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
82,OrderStatusIntent,đơn của mình tới đâu rồi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderStatusIntent,fallback,lex,fallback,,,342.65,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
83,OrderStatusIntent,hàng giao chưa,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,284.58,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
84,OrderStatusIntent,check đơn giúp mình,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderStatusIntent,fallback,lex,fallback,,,1284.14,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
85,OrderStatusIntent,đơn đang xử lý à,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderDetailIntent,order_detail,lex,missing_order_code,,,257.95,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
86,OrderStatusIntent,bao giờ nhận được hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CartUpdateIntent,cart_update,lex,cart_checkout_guidance,,,360.69,Bạn có thể cập nhật số lượng hoặc xoá sản phẩm trong giỏ hàng ở website trước khi thanh toán.,
87,OrderDetailIntent,xem chi tiết đơn này,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderDetailIntent,order_detail,lex,missing_order_code,,,288.75,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
88,OrderDetailIntent,đơn này gồm gì vậy,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderDetailIntent,order_detail,lex,missing_order_code,,,1238.76,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
89,OrderDetailIntent,tổng tiền bao nhiêu,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderDetailIntent,order_detail,lex,missing_order_code,,,296.07,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
90,OrderDetailIntent,tôi mua những gì,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderHistoryIntent,order_history,lex,authentication_required,,,343.46,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
91,OrderDetailIntent,xem thông tin đơn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderDetailIntent,order_detail,lex,missing_order_code,,,298.95,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
92,OrderHistoryIntent,xem các đơn cũ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderHistoryIntent,order_history,lex,authentication_required,,,363.21,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
93,OrderHistoryIntent,lịch sử mua hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderHistoryIntent,order_history,lex,authentication_required,,,1202.48,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
94,OrderHistoryIntent,những đơn đã đặt,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderModifyIntent,order_modify,lex,aftercare_handoff,,,287.7,Mình sẽ chuyển nhân viên để kiểm tra khả năng sửa thông tin đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
95,OrderHistoryIntent,đơn trước của tôi đâu,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderStatusIntent,fallback,lex,fallback,,,251.21,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
96,OrderHistoryIntent,xem đơn gần đây,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderHistoryIntent,order_list,local_nlu,authentication_required,,,711.93,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
97,OrderCancelIntent,hủy đơn giúp mình,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderCancelIntent,order_cancel,lex,aftercare_handoff,,,262.42,Mình sẽ chuyển nhân viên để kiểm tra điều kiện huỷ đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
98,OrderCancelIntent,mình không lấy nữa,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderCancelIntent,order_cancel,lex,aftercare_handoff,,,306.82,Mình sẽ chuyển nhân viên để kiểm tra điều kiện huỷ đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
99,OrderCancelIntent,dừng đơn này đi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderDetailIntent,order_detail,lex,missing_order_code,,,1349.86,Bạn vui lòng cung cấp mã đơn hàng (ví dụ: mã số trên email) để mình kiểm tra tình trạng giúp bạn nhé.,
100,OrderCancelIntent,hủy đơn hàng nha,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderCancelIntent,order_cancel,lex,aftercare_handoff,,,276.45,Mình sẽ chuyển nhân viên để kiểm tra điều kiện huỷ đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
101,OrderCancelIntent,cancel đơn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderCancelIntent,order_cancel,lex,aftercare_handoff,,,312.29,Mình sẽ chuyển nhân viên để kiểm tra điều kiện huỷ đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
102,OrderModifyIntent,đổi địa chỉ nhận hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderModifyIntent,order_modify,lex,aftercare_handoff,,,996.86,Mình sẽ chuyển nhân viên để kiểm tra khả năng sửa thông tin đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
103,OrderModifyIntent,sửa số điện thoại,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderModifyIntent,order_modify,lex,aftercare_handoff,,,299.38,Mình sẽ chuyển nhân viên để kiểm tra khả năng sửa thông tin đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
104,OrderModifyIntent,đổi người nhận,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,HumanHandoffIntent,fallback,lex,fallback,,,1333.27,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
105,OrderModifyIntent,chỉnh lại đơn hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,WarrantyPolicyIntent,fallback,lex,fallback,,,298.68,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
106,OrderModifyIntent,thay đổi thông tin giao hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,OrderModifyIntent,order_modify,lex,aftercare_handoff,,,374.71,Mình sẽ chuyển nhân viên để kiểm tra khả năng sửa thông tin đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
107,ShippingPolicyIntent,ship bao nhiêu tiền,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,319.09,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
108,ShippingPolicyIntent,giao tới hà nội mất mấy ngày,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,309.31,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
109,ShippingPolicyIntent,có giao toàn quốc không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,784.35,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
110,ShippingPolicyIntent,thời gian giao hàng thế nào,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,351.87,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
111,ShippingPolicyIntent,ship nhanh được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingPolicyIntent,shipping_policy,lex,shipping_policy,,,305.91,"Chính sách giao hàng của shop: - Giao hàng tiêu chuẩn: 2-3 ngày, phí 50.000 VNĐ. - Giao nhanh: trong ngày hoặc trong 24 giờ, phí 120.000 VNĐ. - Mã FREESHIP có thể miễn hoặc giảm phí vận chuyển nếu đơn đủ điều kiện. - Shop hỗ trợ giao hàng t",
112,ShippingTrackingIntent,theo dõi đơn hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderModifyIntent,order_modify,lex,aftercare_handoff,,,321.79,Mình sẽ chuyển nhân viên để kiểm tra khả năng sửa thông tin đơn. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
113,ShippingTrackingIntent,tra vận đơn giúp mình,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingTrackingIntent,shipping_tracking,lex,authentication_required,,,1295.89,Bạn cần đăng nhập trước khi tra cứu thông tin đơn hàng. Mình chỉ có thể trả lời thông tin sản phẩm công khai khi chưa đăng nhập.,
114,ShippingTrackingIntent,hàng đang ở đâu,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderStatusIntent,fallback,lex,fallback,,,290.18,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
115,ShippingTrackingIntent,shipper giao tới đâu rồi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ShippingTrackingIntent,fallback,lex,fallback,,,356.41,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
116,ShippingTrackingIntent,check hành trình đơn hàng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,313.11,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
117,ReturnRequestIntent,muốn đổi trả sản phẩm,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ReturnRequestIntent,return_request,lex,aftercare_handoff,,,386.77,Mình sẽ chuyển nhân viên để kiểm tra điều kiện đổi trả. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
118,ReturnRequestIntent,máy lỗi thì đổi sao,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ReturnRequestIntent,warranty_policy,local_nlu,warranty_policy,,,1130.02,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
119,ReturnRequestIntent,trả hàng được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ReturnRequestIntent,return_request,lex,aftercare_handoff,,,328.37,Mình sẽ chuyển nhân viên để kiểm tra điều kiện đổi trả. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
120,ReturnRequestIntent,chính sách đổi trả thế nào,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,OrderHistoryIntent,warranty_policy,local_nlu,warranty_policy,,,275.5,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
121,ReturnRequestIntent,đổi máy mới được chứ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductRecommendationIntent,return_request,local_nlu,aftercare_handoff,,,370.75,Mình sẽ chuyển nhân viên để kiểm tra điều kiện đổi trả. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
122,RefundStatusIntent,hoàn tiền tới đâu rồi,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,RefundStatusIntent,refund_status,lex,aftercare_handoff,,,596.02,Mình sẽ chuyển nhân viên để kiểm tra trạng thái hoàn tiền. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
123,RefundStatusIntent,đã refund chưa,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,RefundStatusIntent,refund_status,lex,aftercare_handoff,,,345.15,Mình sẽ chuyển nhân viên để kiểm tra trạng thái hoàn tiền. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
124,RefundStatusIntent,khi nào nhận lại tiền,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,RefundStatusIntent,refund_status,lex,aftercare_handoff,,,290.93,Mình sẽ chuyển nhân viên để kiểm tra trạng thái hoàn tiền. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
125,RefundStatusIntent,tiền hoàn về tài khoản chưa,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,RefundStatusIntent,refund_status,lex,aftercare_handoff,,,840.34,Mình sẽ chuyển nhân viên để kiểm tra trạng thái hoàn tiền. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
126,RefundStatusIntent,kiểm tra hoàn tiền,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,RefundStatusIntent,refund_status,lex,aftercare_handoff,,,380.63,Mình sẽ chuyển nhân viên để kiểm tra trạng thái hoàn tiền. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
127,WarrantyPolicyIntent,bảo hành mấy tháng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,WarrantyPolicyIntent,warranty_policy,lex,warranty_policy,,,446.96,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
128,WarrantyPolicyIntent,chính sách bảo hành sao,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,WarrantyPolicyIntent,warranty_policy,lex,warranty_policy,,,298.53,"Các điện thoại demo đang được bảo hành 12 tháng. Chính sách đổi trả: - Hỗ trợ đổi trả trong 7 ngày nếu máy lỗi, giao sai màu/phiên bản, hoặc hư hỏng khi vận chuyển. - Máy còn nguyên seal có thể được xem xét đổi trả theo điều kiện của shop. ",
